Series,Episode,Episode Title,Scene,Speaker,Dialogue
Series 01,Episode 01,Pilot Episode,"Leonard and Sheldon, Inside Leonard’s car",Leonard,"She asked me to do her a favour, Sheldon."
Series 01,Episode 01,Pilot Episode,"Leonard and Sheldon, Inside Leonard’s car",Sheldon,"Ah, yes, well that may be the proximal cause of our journey, but we both know it only exists in contradistinction to the higher level distal cause."
Series 01,Episode 01,Pilot Episode,"Leonard and Sheldon, Inside Leonard’s car",Leonard,Which is?
Series 01,Episode 01,Pilot Episode,"Leonard and Sheldon, Inside Leonard’s car",Sheldon,You think with your penis.
Series 01,Episode 01,Pilot Episode,"Leonard and Sheldon, Inside Leonard’s car",Leonard,That’s a biological impossibility and you didn’t have to come.
Series 01,Episode 01,Pilot Episode,"Leonard and Sheldon, Inside Leonard’s car",Sheldon,"Oh, right, yes, I could have stayed behind and watched Wolowitz try to hit on Penny in Russian, Arabic and Farsi. Why can’t she get her own TV."
Series 01,Episode 01,Pilot Episode,"Leonard and Sheldon, Inside Leonard’s car",Leonard,"Come on, you know how it is with break-ups."
Series 01,Episode 01,Pilot Episode,"Leonard and Sheldon, Inside Leonard’s car",Sheldon,No I don’t. And neither do you.
Series 01,Episode 01,Pilot Episode,"Leonard and Sheldon, Inside Leonard’s car",Leonard,"Wuh, I, I broke up with Joyce Kim."
Series 01,Episode 01,Pilot Episode,"Leonard and Sheldon, Inside Leonard’s car",Sheldon,"You did not break up with Joyce Kim, she defected to North Korea."
Series 01,Episode 01,Pilot Episode,"Leonard and Sheldon, Inside Leonard’s car",Leonard,To mend her broken heart. This situation is much less complicated. There’s some kind of dispute between Penny and her ex-boyfriend as to who gets custody of the TV. She just wanted to avoid having a scene with him.
Series 01,Episode 01,Pilot Episode,"Leonard and Sheldon, Inside Leonard’s car",Sheldon,So we get to have a scene with him?
Series 01,Episode 01,Pilot Episode,"Leonard and Sheldon, Inside Leonard’s car",Leonard,"No, Sheldon, there’s not going to be a scene. There’s two of us and one of him."
Series 01,Episode 01,Pilot Episode,"Leonard and Sheldon, Inside Leonard’s car",Sheldon,"Leonard, the two of us can’t even carry a TV."
Series 01,Episode 01,Pilot Episode,Back at the apartment.,Penny(to Raj),"So, you guys work with Leonard and Sheldon at the University?"
Series 01,Episode 01,Pilot Episode,Back at the apartment.,,"(Raj looks at her, looks back at his food, takes a mouthful)."
Series 01,Episode 01,Pilot Episode,Back at the apartment.,Penny,"Uh, I’m sorry, do you speak English?"
Series 01,Episode 01,Pilot Episode,Back at the apartment.,Howard,"Oh, he speaks English, he just can’t speak to women."
Series 01,Episode 01,Pilot Episode,Back at the apartment.,Penny,"Really, why?"
Series 01,Episode 01,Pilot Episode,Back at the apartment.,Howard,He’s kind of a nerd. Juice box?
Series 01,Episode 01,Pilot Episode,Outside Penny’s old apartment building.,Leonard(pushes buzzer),I’ll do the talking.
Series 01,Episode 01,Pilot Episode,Outside Penny’s old apartment building.,Voice from buzzer,Yeah.
Series 01,Episode 01,Pilot Episode,Outside Penny’s old apartment building.,Leonard,"Hi, I’m Leonard, this is Sheldon."
Series 01,Episode 01,Pilot Episode,Outside Penny’s old apartment building.,Sheldon,Hello.
Series 01,Episode 01,Pilot Episode,Outside Penny’s old apartment building.,Leonard,"What did I just…. Uh, we’re here to pick up Penny’s TV."
Series 01,Episode 01,Pilot Episode,Outside Penny’s old apartment building.,Voice,Get lost.
Series 01,Episode 01,Pilot Episode,Outside Penny’s old apartment building.,Sheldon,"Okay, thanks for your time."
Series 01,Episode 01,Pilot Episode,Outside Penny’s old apartment building.,Leonard,We’re not going to give up just like that.
Series 01,Episode 01,Pilot Episode,Outside Penny’s old apartment building.,Sheldon,"Leonard, the TV is in the building, we’ve been denied access to the building, ergo we are done."
Series 01,Episode 01,Pilot Episode,Outside Penny’s old apartment building.,Leonard,"Excuse me, if I were to give up at the first little hitch I never would have been able to identify the fingerprints of string theory in the aftermath of the big bang."
Series 01,Episode 01,Pilot Episode,Outside Penny’s old apartment building.,Sheldon,My apologies. What’s your plan.
Series 01,Episode 01,Pilot Episode,Outside Penny’s old apartment building.,,(Leonard starts rattling the doors violently.)
Series 01,Episode 01,Pilot Episode,Outside Penny’s old apartment building.,Sheldon,It’s just a privilege to watch your mind at work.
Series 01,Episode 01,Pilot Episode,Outside Penny’s old apartment building.,Leonard,"Come on, we have a combined IQ of 360, we should be able to figure out how to get into a stupid building."
Series 01,Episode 01,Pilot Episode,Outside Penny’s old apartment building.,,"(Two girl scouts arrive carrying bags of cookies. One runs her hand down the intercom, pushing all the buttons. The door is buzzed open.)"
Series 01,Episode 01,Pilot Episode,Outside Penny’s old apartment building.,Sheldon,What do you think their combined IQ is?
Series 01,Episode 01,Pilot Episode,Outside Penny’s old apartment building.,Leonard,Just grab the door.
Series 01,Episode 01,Pilot Episode,Outside Penny’s ex-boyfriend’s apartment.,Leonard,This is it.(Knocks.)I’ll do the talking.
Series 01,Episode 01,Pilot Episode,Outside Penny’s ex-boyfriend’s apartment.,Sheldon,"Good thinking, I’ll just be the muscle."
Series 01,Episode 01,Pilot Episode,Outside Penny’s ex-boyfriend’s apartment.,Enormous man,Yeah?
Series 01,Episode 01,Pilot Episode,Outside Penny’s ex-boyfriend’s apartment.,Leonard,"I’m Leonard, this is Sheldon."
Series 01,Episode 01,Pilot Episode,Outside Penny’s ex-boyfriend’s apartment.,Sheldon,From the intercom.
Series 01,Episode 01,Pilot Episode,Outside Penny’s ex-boyfriend’s apartment.,Man,How the hell did you get in the building?
Series 01,Episode 01,Pilot Episode,Outside Penny’s ex-boyfriend’s apartment.,Leonard,Oh. We’re scientists.
Series 01,Episode 01,Pilot Episode,Outside Penny’s ex-boyfriend’s apartment.,Sheldon,Tell him about our IQ.
Series 01,Episode 01,Pilot Episode,Outside the apartment building. Leonard and Sheldon exit. They are not wearing trousers.,Sheldon,Leonard.
Series 01,Episode 01,Pilot Episode,Outside the apartment building. Leonard and Sheldon exit. They are not wearing trousers.,Leonard,What?
Series 01,Episode 01,Pilot Episode,Outside the apartment building. Leonard and Sheldon exit. They are not wearing trousers.,Sheldon,My mom bought me those pants.
Series 01,Episode 01,Pilot Episode,Outside the apartment building. Leonard and Sheldon exit. They are not wearing trousers.,Leonard,I’m sorry.
Series 01,Episode 01,Pilot Episode,Outside the apartment building. Leonard and Sheldon exit. They are not wearing trousers.,Sheldon,You’re going to have to call her.
Series 01,Episode 01,Pilot Episode,On the stairs of Sheldon and Leonard’s building.,Leonard,"Sheldon, I’m so sorry I dragged you through this."
Series 01,Episode 01,Pilot Episode,On the stairs of Sheldon and Leonard’s building.,Sheldon,"It’s okay. It wasn’t my first pantsing, and it won’t be my last."
Series 01,Episode 01,Pilot Episode,On the stairs of Sheldon and Leonard’s building.,Leonard,"And you were right about my motives, I was hoping to establish a relationship with Penny that might have some day led to sex."
Series 01,Episode 01,Pilot Episode,On the stairs of Sheldon and Leonard’s building.,Sheldon,Well you got me out of my pants.
Series 01,Episode 01,Pilot Episode,On the stairs of Sheldon and Leonard’s building.,Leonard,"Anyway, I’ve learned my lesson. She’s out of my league, I’m done with her, I’ve got my work, one day I’ll win the Nobel Prize and then I’ll die alone."
Series 01,Episode 01,Pilot Episode,On the stairs of Sheldon and Leonard’s building.,Sheldon,"Don’t think like that, you’re not going to die alone."
Series 01,Episode 01,Pilot Episode,On the stairs of Sheldon and Leonard’s building.,Leonard,"Thank you Sheldon, you’re a good friend."
Series 01,Episode 01,Pilot Episode,On the stairs of Sheldon and Leonard’s building.,Sheldon,And you’re certainly not going to win a Nobel Prize.
Series 01,Episode 01,Pilot Episode,Inside Sheldon and Leonard’s apartment.,Howard,"This is one of my favourite places to kick back after a quest, they have a great house ale."
Series 01,Episode 01,Pilot Episode,Inside Sheldon and Leonard’s apartment.,Penny,"Wow, cool tiger."
Series 01,Episode 01,Pilot Episode,Inside Sheldon and Leonard’s apartment.,Howard,"Yeah, I’ve had him since level ten. His name is Buttons. Anyway, if you had your own game character we could hang out, maybe go on a quest."
Series 01,Episode 01,Pilot Episode,Inside Sheldon and Leonard’s apartment.,Penny,"Uh, sounds interesting."
Series 01,Episode 01,Pilot Episode,Inside Sheldon and Leonard’s apartment.,Howard,So you’ll think about it?
Series 01,Episode 01,Pilot Episode,Inside Sheldon and Leonard’s apartment.,Penny,"Oh, I don’t think I’ll be able to stop thinking about it."
Series 01,Episode 01,Pilot Episode,Inside Sheldon and Leonard’s apartment.,Raj,Smooth.
Series 01,Episode 01,Pilot Episode,Inside Sheldon and Leonard’s apartment.,Leonard,We’re home.
Series 01,Episode 01,Pilot Episode,Inside Sheldon and Leonard’s apartment.,Penny,"Oh, my God, what happened?"
Series 01,Episode 01,Pilot Episode,Inside Sheldon and Leonard’s apartment.,Leonard,"Well, your ex-boyfriend sends his regards and I think the rest is fairly self-explanatory."
Series 01,Episode 01,Pilot Episode,Inside Sheldon and Leonard’s apartment.,Penny,"I’m so sorry, I really thought if you guys went instead of me he wouldn’t be such an ass."
Series 01,Episode 01,Pilot Episode,Inside Sheldon and Leonard’s apartment.,Leonard,"No, it was a valid hypothesis."
Series 01,Episode 01,Pilot Episode,Inside Sheldon and Leonard’s apartment.,Sheldon,That was a valid hypothesis? What is happening to you?
Series 01,Episode 01,Pilot Episode,Inside Sheldon and Leonard’s apartment.,Penny,"Really, thank you so much for going and trying you’re, uh, you’re so terrific. Why don’t you put some clothes on, I’ll get my purse and dinner is on me, okay?"
Series 01,Episode 01,Pilot Episode,Inside Sheldon and Leonard’s apartment.,Leonard,Really? Great.
Series 01,Episode 01,Pilot Episode,Inside Sheldon and Leonard’s apartment.,Sheldon,"Thank you. You’re not done with her, are you?"
Series 01,Episode 01,Pilot Episode,Inside Sheldon and Leonard’s apartment.,Leonard,Our babies will be smart and beautiful.
Series 01,Episode 01,Pilot Episode,Inside Sheldon and Leonard’s apartment.,Sheldon,Not to mention imaginary.
Series 01,Episode 01,Pilot Episode,All five in Leonard’s car.,Leonard,Is Thai food okay with you Penny?
Series 01,Episode 01,Pilot Episode,All five in Leonard’s car.,Penny,Sure.
Series 01,Episode 01,Pilot Episode,All five in Leonard’s car.,Sheldon,"We can’t have Thai food, we had Indian for lunch."
Series 01,Episode 01,Pilot Episode,All five in Leonard’s car.,Penny,So?
Series 01,Episode 01,Pilot Episode,All five in Leonard’s car.,Sheldon,They’re both curry based cuisines.
Series 01,Episode 01,Pilot Episode,All five in Leonard’s car.,Penny,So?
Series 01,Episode 01,Pilot Episode,All five in Leonard’s car.,Sheldon,They would be gastronomically redundant. I can see we’re going to have to spell out everything for this girl.
Series 01,Episode 01,Pilot Episode,All five in Leonard’s car.,Penny,Any ideas Raj?(He just looks at her with a worried expression.)
Series 01,Episode 01,Pilot Episode,All five in Leonard’s car.,Howard,Turn left on Lake Street and head up to Colorado. I know a wonderful little sushi bar that has karaoke.
Series 01,Episode 01,Pilot Episode,All five in Leonard’s car.,Penny,That sounds like fun.
Series 01,Episode 01,Pilot Episode,All five in Leonard’s car.,Howard(sings),"Baby, baby don’t get hooked on me. Uh, baby, baby don’t get hooked on me."
Series 01,Episode 01,Pilot Episode,All five in Leonard’s car.,Sheldon,"I don’t know what your odds are in the world as a whole, but as far as the population of this car goes, you’re a veritable Mack Daddy."
Series 01,Episode 01,Pilot Episode,All five in Leonard’s car.,,Written by Chuck Lorre and Bill Prady
Series 01,Episode 02,The Big Bran Hypothesis,"Sheldon and Leonard’s apartment. Sheldon, Leonard, Howard and Raj are present.",Leonard,"There you go, Pad Thai, no peanuts."
Series 01,Episode 02,The Big Bran Hypothesis,"Sheldon and Leonard’s apartment. Sheldon, Leonard, Howard and Raj are present.",Howard,But does it have peanut oil?
Series 01,Episode 02,The Big Bran Hypothesis,"Sheldon and Leonard’s apartment. Sheldon, Leonard, Howard and Raj are present.",Leonard,"Uh, I’m not sure, everyone keep an eye on Howard in case he starts to swell up."
Series 01,Episode 02,The Big Bran Hypothesis,"Sheldon and Leonard’s apartment. Sheldon, Leonard, Howard and Raj are present.",Sheldon,"Since it’s not bee season, you can have my epinephrine."
Series 01,Episode 02,The Big Bran Hypothesis,"Sheldon and Leonard’s apartment. Sheldon, Leonard, Howard and Raj are present.",Raj,Are there any chopsticks?
Series 01,Episode 02,The Big Bran Hypothesis,"Sheldon and Leonard’s apartment. Sheldon, Leonard, Howard and Raj are present.",Sheldon,"You don’t need chopsticks, this is Thai food."
Series 01,Episode 02,The Big Bran Hypothesis,"Sheldon and Leonard’s apartment. Sheldon, Leonard, Howard and Raj are present.",Leonard,Here we go.
Series 01,Episode 02,The Big Bran Hypothesis,"Sheldon and Leonard’s apartment. Sheldon, Leonard, Howard and Raj are present.",Sheldon,"Thailand has had the fork since the latter half of the nineteenth century. Interestingly they don’t actually put the fork in their mouth, they use it to put the food on a spoon which then goes into their mouth."
Series 01,Episode 02,The Big Bran Hypothesis,"Sheldon and Leonard’s apartment. Sheldon, Leonard, Howard and Raj are present.",Leonard,"Ask him for a napkin, I dare you.(There is a knock on the door.)I’ll get it."
